,Unnamed: 0,Unnamed: 0.1,poi_id,门店名,品牌ID,品牌名,省份,城市,城市等级,蜂窝,一级品类,二级品类,是否营业,首次上线时间,配送方式,提单数,推单数,接单数,订单数,原价交易额,实付交易额,原价客单价,实付客单价,非异订单数,商家配送延迟订单数,商家拒单订单数,商家不接单订单数,商家取消不告知订单数,商家少餐错餐订单数,商家经营状态异常订单数,商家违规投诉订单数,美团配送延迟订单数,因美团配送原因取消订单数,线上活动总补贴金额,曝光人数,进店人数,成单用户数,在线商品数,在售商品数
44730,44730,44730,7274305,初诺鲜花水果,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,0,20190617.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,22,0,0,60,58
45094,45094,45094,9569808,小草鲜花店（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200720.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,150,1,0,293,287
45698,45698,45698,7134801,花漫,0,,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,0,20190603.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,21,19
46056,46056,46056,5633635,花木兰,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180815.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,61,4,0,64,12
46539,46539,46539,4465240,鹿大人（田园花舍鲜花）,100033339,鹿大人,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20180309.0,1,4,4,4,3,722.0,405.8,240.66666666666663,135.26666666666668,0,0,0,0,0,0,0,0,0,0,319.2,612,27,3,391,390
47121,47121,47121,7255448,熊先生鲜花（娜间花店）,100030825,熊先生鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190611.0,1,1,1,1,1,278.0,139.0,278.0,139.0,0,0,0,0,0,0,0,0,0,0,143.0,326,7,1,407,257
47353,47353,47353,7933846,鲜花店,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,0,20191013.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,13,1
47677,47677,47677,9810227,爱之漫,100025970,花生活,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200823.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,108,3,0,620,604
47906,47906,47906,4017324,藤园艺馆,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20171211.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,20,0,0,13,8
49312,49312,49312,9716991,花间密码,100031553,喜花绿植,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200810.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,440,6,0,288,288
50116,50116,50116,7506071,牛牛水族花卉（尚义）,0,,河北省,张家口,D1,,鲜花绿植,绿植/园艺店,1,20190726.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,140,7,0,38,35
50118,50118,50118,8313418,诺言鲜花（涿鹿县店）,100004094,诺言鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200210.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,119,7,0,633,491
50389,50389,50389,6627263,沁园花卉（平安街店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190308.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,41,7,0,52,49
50544,50544,50544,9329905,幸福草花店（康乃馨·向日葵）,100035487,花专家,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200615.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,339,3,0,324,318
50635,50635,50635,8404291,艾妮花艺（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200121.0,1,1,1,1,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,194,15,0,398,397
51140,51140,51140,3801797,米兰鲜花店鲜花绿植,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20171114.0,1,4,4,4,4,1424.0,412.0,356.0,103.0,0,0,0,0,0,0,0,0,0,0,1034.0,569,31,4,546,383
51931,51931,51931,7522119,红威鲜花店（鲜花，生日花表白）,100003909,一家花店,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190801.0,1,1,1,1,1,328.0,178.0,328.0,178.0,0,0,0,0,0,0,0,0,0,0,154.0,87,7,1,520,480
51938,51938,51938,8847516,鲜花坊（教师节鲜花、婚庆用花、开业花篮）,100011097,玫瑰之约鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200527.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,167,1,0,435,416
52227,52227,52227,6498010,此间花开,0,,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20190220.0,1,16,16,16,14,4850.0,1352.0,346.42857142857144,96.57142857142857,2,2,0,0,0,0,0,0,0,0,3659.4,1299,127,14,554,319
52608,52608,52608,3869239,百合花屋,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20171123.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,32,1,0,29,25
52727,52727,52727,3776909,奇臻花卉城,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20171209.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,32,3,0,38,30
53306,53306,53306,9851909,花森林（丰桂元鲜花店）,100035486,花森林,河北省,张家口,D1,桥东区,鲜花绿植,综合鲜花绿植店,1,20200901.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,293,3,0,356,343
54397,54397,54397,2253189,世佳花艺,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20170401.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,5,0
55033,55033,55033,8191064,轩辕花卉,11035,鼎卉鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20191211.0,1,1,1,1,1,596.0,228.0,596.0,228.0,0,0,0,0,0,0,0,0,0,0,370.0,190,6,1,773,752
56558,56558,56558,9776058,百祥刺青鲜花店,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200819.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,414,4,0,185,181
57322,57322,57322,3809441,八彩鲜花（花语鲜花）,100004096,八彩时尚花艺,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20171124.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,389,14,0,506,501
57494,57494,57494,5988221,798花舍,0,,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20181023.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,28,0,0,120,104
57795,57795,57795,8837374,醉美花艺馆（教师节鲜花、绿植，盆栽）,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200409.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,454,11,0,145,144
58101,58101,58101,8371176,娇芷鲜花水果,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20191225.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,91,1,0,34,24
58391,58391,58391,8769299,小梦花艺,11035,鼎卉鲜花,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200327.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,473,14,0,782,758
59912,59912,59912,4393585,花鲜生鲜花店（张家口店）,0,,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20180211.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,311,1,0,514,254
60099,60099,60099,6289392,源之香鲜花绿植（怀来店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20181207.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,131,13,0,66,62
60559,60559,60559,7715615,八彩鲜花（挚爱鲜花坊店）,100004096,八彩时尚花艺,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20191013.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,601,1,0,507,490
60561,60561,60561,7429063,熊先生鲜花（深深爱花艺馆）,100030825,熊先生鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20190801.0,1,1,1,1,1,196.0,98.0,196.0,98.0,0,0,0,0,0,0,0,0,0,0,102.0,441,12,1,408,287
61249,61249,61249,9397301,洪茂花店（康乃馨·向日葵）,100035487,花专家,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200629.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,272,3,0,324,318
61686,61686,61686,9860425,品茗鲜花店,100004099,邂逅花坊鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200902.0,1,1,1,0,0,0.0,0.0,,,1,0,0,1,0,0,0,0,0,0,0.0,119,9,0,574,466
62861,62861,62861,4303713,幸福花坊,27446,妮依然鲜花品牌店,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20180123.0,1,1,1,1,1,488.0,158.0,488.0,158.0,0,0,0,0,0,0,0,0,0,0,340.0,574,6,1,266,264
63087,63087,63087,634577,邂逅花坊鲜花（花韵千谷),100004099,邂逅花坊鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20190423.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,328,3,0,582,463
64177,64177,64177,7001544,她的花店,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20190627.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,154,2,0,73,68
64224,64224,64224,9655234,一间花坊·教师节鲜花,100042771,朋克城市花坊,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200804.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,184,3,0,235,96
64784,64784,64784,9505135,聚花阁,100036289,心情不错鲜花店,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200716.0,1,2,1,1,1,238.0,89.0,238.0,89.0,0,0,0,0,0,0,0,0,0,0,157.0,154,9,1,456,356
65149,65149,65149,9721458,良玉花艺美学馆,0,,河北省,张家口,D1,银座,鲜花绿植,综合鲜花绿植店,0,20200822.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,9,0,0,37,35
65445,65445,65445,8806751,萱香花卉,11035,鼎卉鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200402.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,154,3,0,757,751
66659,66659,66659,9769600,暮色森林鲜花,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200817.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,339,13,0,260,250
66708,66708,66708,9477333,美霖花坊（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200708.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,84,0,0,293,287
67586,67586,67586,7529295,舒艺鲜花（汉桥街店）,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20190816.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,132,4,0,113,95
67950,67950,67950,9600515,花森林（苗苗鲜花店）,100035486,花森林,河北省,张家口,D1,银座,鲜花绿植,综合鲜花绿植店,1,20200724.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,144,4,0,352,125
68084,68084,68084,7103809,诗蕊花艺,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190517.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,81,8,0,42,30
68358,68358,68358,2285433,靓家花艺,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20170411.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,113,3,0,66,45
68502,68502,68502,5388162,木子花艺,100012293,艾菲尔鲜花,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20180713.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,140,2,0,264,264
69977,69977,69977,9230081,心语鲜花店,100009539,花西拾鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200713.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,77,5,0,220,219
70598,70598,70598,9543676,情缘花卉（桥东区店）,100004093,鲜花到家,河北省,张家口,D1,高新区,鲜花绿植,综合鲜花绿植店,1,20200721.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,167,1,0,212,211
70718,70718,70718,5588164,世纪花卉鲜花店,100009539,花西拾鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180811.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,116,11,0,181,181
71058,71058,71058,7210185,牵手婚庆鲜花,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190604.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,72,5,0,26,12
72375,72375,72375,9598368,鲜花朵朵（张家口宣化店）,100004096,八彩时尚花艺,河北省,张家口,D1,宣化区,鲜花绿植,综合鲜花绿植店,1,20200728.0,1,1,1,1,1,158.0,68.0,158.0,68.0,0,0,0,0,0,0,0,0,0,0,107.9,603,12,1,506,501
72723,72723,72723,9336808,1314花坊（鲜花店）,100004096,八彩时尚花艺,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20200619.0,1,5,5,5,5,1984.0,740.84,396.8,148.168,0,0,0,0,0,0,0,0,0,0,1317.66,267,22,5,507,501
72863,72863,72863,6557051,花样年华鲜花绿植,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190213.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,104,5,0,69,62
73377,73377,73377,7832317,一家花店鲜花（唯依花屋）,100003909,一家花店,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20190920.0,1,5,4,4,3,1055.0,394.0,351.66666666666674,131.33333333333334,1,0,1,0,0,0,0,0,0,0,673.0,271,22,3,464,429
74275,74275,74275,3027506,那些花儿,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20170817.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,56,3,0,46,26
74817,74817,74817,7282677,樊樊鲜花坊（七夕节鲜花预定）,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,0,20190627.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,86,3,0,455,396
74846,74846,74846,2652277,绿洲花卉鲜花盆景,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20170609.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,155,9,0,179,177
75629,75629,75629,9999911,爱花居鲜花（胜利中路店）,100025968,爱花居鲜花,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200928.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,511,11,0,238,238
76928,76928,76928,6355244,花趣精品鲜花坊,0,,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,0,20190317.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,14,5
77465,77465,77465,2500983,玫瑰之约鲜花(心义花坊鲜花速递),0,,河北省,张家口,D1,河北北方学院,鲜花绿植,鲜花店,1,20170517.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,343,4,0,434,415
77505,77505,77505,9865481,花点心思鲜花（张家口店）,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200831.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,301,5,0,235,235
78156,78156,78156,8769388,鲜花广告,100012196,如愿鲜花,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200326.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,411,6,0,773,771
78213,78213,78213,9915938,纯爱花坊（生日花、表白花、开业花篮）,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200907.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,894,13,0,445,368
78466,78466,78466,7347386,熊先生鲜花（鲜果多水果鲜花）,100030825,熊先生鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20190704.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,245,4,0,408,295
78525,78525,78525,9619609,1314花坊（中都大街店）,100030827,花匠先生,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20200821.0,1,1,1,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,184,9,0,564,524
78651,78651,78651,9418822,幸福花卉(生日花，表白花，鲜花),100004099,邂逅花坊鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200701.0,1,1,1,1,0,0.0,0.0,,,1,1,0,0,0,0,0,0,0,0,0.0,140,8,0,618,473
78977,78977,78977,881612,花花世界（鲜花店，绿植，生日花）,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20160419.0,1,5,5,5,3,1054.0,434.0,351.33333333333326,144.66666666666666,0,0,0,0,0,0,0,0,0,0,667.0,854,58,3,372,308
79260,79260,79260,8804606,一花一慕花坊（串窑街店）,27446,妮依然鲜花品牌店,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20200410.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,298,4,0,268,266
79653,79653,79653,9674046,鲜花水果礼品（鲜花店）,100004096,八彩时尚花艺,河北省,张家口,D1,桥西区,鲜花绿植,综合鲜花绿植店,1,20200807.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,99,4,0,506,501
79711,79711,79711,7360968,艺·霖,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,0,20190805.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,16,16
80461,80461,80461,7589703,喜悦花卉销售中心,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190807.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,50,2,0,15,15
81695,81695,81695,1434270,诗蕊花艺,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20160831.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,221,1,0,207,87
81902,81902,81902,9549350,王小姐的花店（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,银座,鲜花绿植,鲜花店,0,20200717.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,68,0,0,293,287
82110,82110,82110,2153267,小橡树花坊,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20170324.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,8,0,0,52,10
83798,83798,83798,9627274,蘭亭花卉（胜利北路店）,100035487,花专家,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20200729.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,296,6,0,324,318
84130,84130,84130,9652002,鲜花绿植（生日花）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200803.0,1,1,1,1,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,423,18,0,533,408
84467,84467,84467,6591906,鼎卉鲜花（九朵精致鲜花坊）,11035,鼎卉鲜花,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,0,20190811.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,22,0,0,743,718
84580,84580,84580,8743603,玫瑰花坊·七夕鲜花,100025970,花生活,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200330.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,591,7,0,661,641
85120,85120,85120,9465283,花屿（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200706.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,238,2,0,293,287
85194,85194,85194,7417976,锦熹花艺（鲜花，绿植，生日花）,0,,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20190710.0,1,1,1,1,1,488.0,78.0,488.0,78.0,0,0,0,0,0,0,0,0,0,0,415.0,751,23,1,514,291
85309,85309,85309,9608503,花艺坊,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200809.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,357,3,0,164,163
85983,85983,85983,9307658,我的花(鲜花，绿植，生日花表白),0,,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200613.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,198,3,0,476,442
86384,86384,86384,6514016,如愿鲜花（喜多多鲜花店）,100012196,如愿鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190125.0,1,15,14,14,13,2298.0,1330.32,176.76923076923077,102.33230769230772,0,0,0,0,0,0,0,0,0,0,1170.25,526,41,11,896,893
86574,86574,86574,7011821,一花一慕花坊（康乃馨•百合•向日葵•开业用花）,0,,河北省,张家口,D1,河北北方学院,鲜花绿植,鲜花店,1,20190513.0,1,12,12,12,11,2904.0,1154.0,264.0,104.9090909090909,0,0,0,0,0,0,0,0,0,0,1802.1,1711,116,11,345,327
87095,87095,87095,7545036,述物礼品鲜花精品馆,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,0,20190829.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,16,0,0,48,34
87198,87198,87198,9739079,樊樊鲜花店（鲜花玫瑰）,100034938,俏花农,河北省,张家口,D1,高新区,鲜花绿植,综合鲜花绿植店,1,20200819.0,1,1,1,1,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,358,11,0,300,299
87389,87389,87389,9894277,爱之约花店（昆山玉山店）,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200903.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,408,5,0,235,235
87588,87588,87588,7851543,花仙子鲜花店,27446,妮依然鲜花品牌店,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20191029.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,161,1,0,266,264
87884,87884,87884,8139744,沁馨花艺（鲜花店）,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20191116.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,220,2,0,48,45
88195,88195,88195,5390208,花之美花艺设计,100012293,艾菲尔鲜花,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20180714.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,119,1,0,260,260
88491,88491,88491,8157288,锦鲤添花（工业街店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20191117.0,2,1,1,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,58,4,0,63,55
88614,88614,88614,4170810,情和缘鲜花店,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20180109.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,86,0,0,53,50
88645,88645,88645,9129813,林小姐的花房,0,,河北省,张家口,D1,高新区,鲜花绿植,综合鲜花绿植店,1,20200519.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,256,1,0,186,186
88704,88704,88704,5596465,金喜缘婚庆批发大全店,29245,花为美鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180825.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,78,1,0,907,521
88741,88741,88741,3586137,蔚县鲜花同城速递（古城街店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20171021.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,104,4,0,66,37
88854,88854,88854,8631592,沐汐花艺,0,,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20200306.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,186,0,0,101,99
88870,88870,88870,1251453,香格格鲜花馆（张家口）,29079,香格格鲜花馆,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20160727.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,243,3,0,232,224
89377,89377,89377,9771358,紫瑞鲜花（向日葵·康乃馨·鲜花）,100030825,熊先生鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200817.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,59,1,0,409,296
89638,89638,89638,9464699,F.FOR你的花儿（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200706.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,738,14,0,293,289
89778,89778,89778,10011737,菲儿花艺工作室,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20200927.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,38,0,0,17,17
90271,322,322,8313418,诺言鲜花（涿鹿县店）,100004094,诺言鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200210.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,118,12,0,633,491
90724,775,775,3801797,米兰鲜花店鲜花绿植,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20171114.0,1,2,2,2,2,426.0,286.0,213.0,143.0,1,0,0,0,0,0,0,0,0,0,206.0,432,15,2,546,383
90867,918,918,8404291,艾妮花艺（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,0,20200121.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,99,1,0,398,397
