日期,订单编号,下单时间,接单时长,店铺名称,店铺ID,店铺所在城市,订单支付类型,订单状态,订单配送状态,是否预订单,订单总金额,订单折扣后金额,平台承担活动金额,商家承担活动金额,商品分类,商品名称,UPC码,商品SKU码,商品销售数量,商品原价销售额,商品实付销售额,商品总补贴金额,商品商家补贴金额,商品平台补贴金额,是否部分退款商品,部分退款商品数量,部分退款商品金额,订单小额付款,配送费,是否活动订单,优惠活动,是否催单,回复状态,商家回复内容,配送时长,打包袋费,订单完成时间,订单取消原因（仅取消订单）
"	20200601-20200630","90242783124659518	","2020-06-04 19:01:36	",27秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,用户提交订单,否,299.00,166.00,0.00,133.00,"爱情告白	",【爱情鲜花】33枝红玫瑰鲜花礼盒,,,1,299.00,166.00,133.00,133.00,0.00,否,0,0.00,0.00,0.00,是,"购买【爱情鲜花】33枝红玫瑰鲜花礼盒原价299.0元现价169.0元/门店新客立减3.0元	",否,未回复,,0.00分,0.00,"2020-06-05 00:40:44	",
"	20200601-20200630","90242782184843072	","2020-06-05 09:12:07	",17秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,配送中,否,259.00,126.00,0.00,133.00,"19枝玫瑰专区	",【甜蜜记事】19枝红玫瑰鲜花礼盒,,"101	",1,259.00,126.00,133.00,133.00,0.00,否,0,0.00,0.00,0.00,是,"购买【甜蜜记事】19枝红玫瑰鲜花礼盒原价259.0元现价129.0元/门店新客立减3.0元	",否,未回复,,0.00分,0.00,"2020-06-05 16:18:09	",
"	20200601-20200630","90242782524855431	","2020-06-09 10:19:03	",288秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,配送中,否,129.00,86.00,0.00,48.00,"毕业季	",【流年】3枝向日葵鲜花花束毕业季花礼,,,1,129.00,86.00,43.00,43.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【流年】3枝向日葵鲜花花束毕业季花礼原价129.0元现价89.0元/门店新客立减3.0元	",否,已回复,,0.00分,0.00,"2020-06-09 15:10:19	",
"	20200601-20200630","90242781555614726	","2020-06-10 09:44:19	",65秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,配送中,否,179.00,86.00,0.00,98.00,"毕业季	",【永恒】粉色满天星花束毕业季花礼,,,1,179.00,86.00,93.00,93.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【永恒】粉色满天星花束毕业季花礼原价179.0元现价89.0元/门店新客立减3.0元	",否,未回复,,0.00分,0.00,"2020-06-10 14:57:19	",
"	20200601-20200630","90242783242264538	","2020-06-10 17:49:55	",210秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,配送中,否,299.00,216.00,0.00,88.00,"向日葵花语	",【阳光温暖】3枝向日葵+21枝粉玫瑰鲜花花束,,"53	",1,299.00,216.00,83.00,83.00,0.00,否,0,0.00,0.00,0.00,是,"满200.0元减80.0元/满59.0元赠精美贺卡下单备注好内容*1/门店新客立减3.0元	",否,未回复,,0.00分,0.00,"2020-06-10 23:55:31	",
"	20200601-20200630","90242784219315926	","2020-06-12 17:11:42	",215秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,用户提交订单,否,239.00,86.00,10.00,148.00,"爱情告白	",【一吻之间】11枝红玫瑰鲜花花束,,,1,239.00,86.00,153.00,143.00,10.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/用户使用了首单支付红包减10元/购买【一吻之间】11枝红玫瑰鲜花花束原价239.0元现价99.0元/门店新客立减3.0元	",否,未回复,,0.00分,0.00,"2020-06-12 23:32:46	",
"	20200601-20200630","90242784203491019	","2020-06-14 19:34:18	",135秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,用户提交订单,否,247.00,104.00,0.00,148.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,86.00,143.00,143.00,0.00,否,0,0.00,0.00,18.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价89.0元/门店新客立减3.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-15 01:12:13	",
"	20200601-20200630","90242782387217215	","2020-06-16 18:02:24	",29秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,配送中,否,169.00,166.00,0.00,8.00,"向日葵花语	",【动人心弦】3枝向日葵韩式混搭鲜花花束,,"50	",1,169.00,166.00,3.00,3.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/门店新客立减3.0元/送3元商家代金券	",否,已回复,,0.00分,0.00,"2020-06-17 00:03:35	",
"	20200601-20200630","90242782858795970	","2020-06-18 19:38:02	",23秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,配送中,否,197.00,122.00,0.00,80.00,"毕业季	",【果敢】3枝向日葵+6枝香槟玫瑰鲜花花束毕业季花礼,,,1,179.00,106.00,73.00,73.00,0.00,否,0,0.00,0.00,18.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【果敢】3枝向日葵+6枝香槟玫瑰鲜花花束毕业季花礼原价179.0元现价109.0元/门店新客立减3.0元/满减配送费满100.0元减2.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-19 01:10:46	",
"	20200601-20200630","90242783754946970	","2020-06-18 14:00:32	",6秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,用户提交订单,否,239.00,76.00,10.00,158.00,"爱的惊喜	",【心向暖阳】11枝红玫瑰鲜花花束,,"115	",1,229.00,66.00,163.00,153.00,10.00,否,0,0.00,0.00,10.00,是,"满59.0元赠精美贺卡下单备注好内容*1/用户使用了首单支付红包减10元/购买【心向暖阳】11枝红玫瑰鲜花花束原价229.0元现价79.0元/门店新客立减3.0元	",否,已回复,,0.00分,0.00,"2020-06-19 00:09:18	",
"	20200601-20200630","90242781922721414	","2020-06-18 11:33:56	",98秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,配送中,否,239.00,76.00,0.00,168.00,"爱情告白	",【我心永恒】11枝红玫瑰鲜花花束,,,1,239.00,76.00,163.00,163.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【我心永恒】11枝红玫瑰鲜花花束原价239.0元现价79.0元/门店新客立减3.0元	",否,未回复,,0.00分,0.00,"2020-06-18 16:08:56	",
"	20200601-20200630","90242780744361256	","2020-06-19 19:08:56	",0秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单取消,用户提交订单,否,277.00,142.00,0.00,140.00,"爱的惊喜	",【恒久誓言】19枝粉玫瑰鲜花花束,,"13	",1,259.00,126.00,133.00,133.00,0.00,否,0,0.00,0.00,18.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【恒久誓言】19枝粉玫瑰鲜花花束原价259.0元现价129.0元/门店新客立减3.0元/满减配送费满100.0元减2.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,,"其他	"
"	20200601-20200630","90242782879059490	","2020-06-19 19:12:10	",20秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,用户提交订单,否,277.00,142.00,0.00,140.00,"爱的惊喜	",【传递情意】19枝粉玫瑰鲜花礼盒,,"15	",1,259.00,126.00,133.00,133.00,0.00,否,0,0.00,0.00,18.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【传递情意】19枝粉玫瑰鲜花礼盒原价259.0元现价129.0元/门店新客立减3.0元/满减配送费满100.0元减2.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-20 00:46:30	",
"	20200601-20200630","90242782418905312	","2020-06-22 17:32:42	",273秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,配送中,否,229.00,86.00,0.00,148.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,86.00,143.00,143.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价89.0元/门店新客立减3.0元	",否,未回复,,0.00分,0.00,"2020-06-22 23:52:23	",
"	20200601-20200630","90242781813158088	","2020-06-23 16:43:55	",0秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,配送中,是,157.00,114.00,0.00,48.00,"毕业季	",【流年】3枝向日葵鲜花花束毕业季花礼,,,1,129.00,86.00,43.00,43.00,0.00,否,0,0.00,0.00,28.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【流年】3枝向日葵鲜花花束毕业季花礼原价129.0元现价89.0元/门店新客立减3.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-24 15:31:29	",
"	20200601-20200630","90242784028531005	","2020-06-24 13:35:47	",121秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,配送中,否,259.00,149.00,5.00,110.00,"满天星辰	",【白头偕老】粉色满天星鲜花花束,,"34	",1,259.00,149.00,110.00,105.00,5.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/用户使用了会员红包减5元/购买【白头偕老】粉色满天星鲜花花束原价259.0元现价159.0元/门店新客立减5.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-24 21:04:19	",
"	20200601-20200630","90242782218359854	","2020-06-25 10:51:31	",190秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,配送中,否,157.00,109.00,0.00,53.00,"毕业季	",【流年】3枝向日葵鲜花花束毕业季花礼,,,1,129.00,81.00,48.00,48.00,0.00,否,0,0.00,0.00,28.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【流年】3枝向日葵鲜花花束毕业季花礼原价129.0元现价89.0元/门店新客立减5.0元/送3元商家代金券/用户使用了商家代金券减3元	",否,未回复,,0.00分,0.00,"2020-06-25 15:48:52	",
"	20200601-20200630","90242780661192173	","2020-06-25 15:35:52	",39秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,配送中,否,207.00,109.00,0.00,103.00,"毕业季	",【永恒】粉色满天星花束毕业季花礼,,,1,179.00,81.00,98.00,98.00,0.00,否,0,0.00,0.00,28.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【永恒】粉色满天星花束毕业季花礼原价179.0元现价89.0元/门店新客立减5.0元/送3元商家代金券/用户使用了商家代金券减3元	",否,未回复,,0.00分,0.00,"2020-06-25 22:13:47	",
"	20200601-20200630","90242780362605194	","2020-06-27 13:07:02	",0秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,用户提交订单,是,287.00,150.00,0.00,142.00,"毕业季	",【思恋】11枝粉玫瑰+4枝向日葵鲜花花束毕业季花礼,,,1,259.00,124.00,135.00,135.00,0.00,否,0,0.00,0.00,28.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【思恋】11枝粉玫瑰+4枝向日葵鲜花花束毕业季花礼原价259.0元现价129.0元/门店新客立减5.0元/满减配送费满100.0元减2.0元/送3元商家代金券	",否,已回复,,0.00分,0.00,"2020-06-28 17:33:33	",
"	20200601-20200630","90242783586875043	","2020-06-28 10:13:00	",37秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,用户提交订单,否,239.00,99.00,0.00,145.00,"爱的惊喜	",【蔚蓝星辰】9枝白玫瑰搭配蓝色满天星花束,,,1,239.00,99.00,140.00,140.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【蔚蓝星辰】9枝白玫瑰搭配蓝色满天星花束原价239.0元现价99.0元	",否,已回复,,0.00分,0.00,"2020-06-28 11:02:59	",
"	20200601-20200630","90242783126568044	","2020-06-29 13:14:58	",42秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,配送中,否,277.00,140.00,0.00,142.00,"爱情告白	",【真心爱你】19枝混搭红玫瑰粉玫瑰鲜花花束,,,1,259.00,124.00,135.00,135.00,0.00,否,0,0.00,0.00,18.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【真心爱你】19枝混搭红玫瑰粉玫瑰鲜花花束原价259.0元现价129.0元/门店新客立减5.0元/满减配送费满100.0元减2.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-29 20:49:10	",
"	20200601-20200630","90242782871595796	","2020-06-30 16:01:45	",29秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,配送中,否,129.00,79.00,10.00,45.00,"毕业季	",【流年】3枝向日葵鲜花花束毕业季花礼,,,1,129.00,79.00,50.00,40.00,10.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/用户使用了首单支付红包减10元/购买【流年】3枝向日葵鲜花花束毕业季花礼原价129.0元现价89.0元	",否,未回复,,0.00分,0.00,"2020-06-30 22:46:01	",
"	20200601-20200630","90242780127887422	","2020-06-30 19:29:29	",58秒,"友新意鲜花坊	","9024278	","西安	",在线支付,订单完成,配送中,否,249.00,109.00,0.00,145.00,"毕业季	",【明眸】11枝香槟玫瑰+1枝向日葵鲜花花束毕业季花礼,,,1,249.00,109.00,140.00,140.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【明眸】11枝香槟玫瑰+1枝向日葵鲜花花束毕业季花礼原价249.0元现价109.0元	",否,未回复,,0.00分,0.00,"2020-07-01 01:11:09	",
"	20200601-20200630","90433082387217215	","2020-06-16 08:49:30	",0秒,"时初花艺	","9043308	","咸阳	",在线支付,订单取消,用户提交订单,否,239.00,96.00,0.00,148.00,"爱情告白	",【幸福时光】11枝粉玫瑰鲜花花束,,,1,239.00,96.00,143.00,143.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【幸福时光】11枝粉玫瑰鲜花花束原价239.0元现价99.0元/门店新客立减3.0元	",否,未回复,,0.00分,0.00,,"其他	"
"	20200601-20200630","90433133124659518	","2020-06-04 10:03:01	",0秒,"浪漫主题花艺	","9043313	","佳木斯	",在线支付,订单完成,配送中,否,229.00,86.00,0.00,143.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,86.00,143.00,143.00,0.00,否,0,0.00,0.00,0.00,是,"购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价89.0元/门店新客立减3.0元	",否,已回复,,0.00分,0.00,"2020-06-04 21:40:35	",
"	20200601-20200630","90433132411492991	","2020-06-20 17:27:00	",134秒,"浪漫主题花艺	","9043313	","佳木斯	",在线支付,订单取消,已取消,否,259.00,139.00,0.00,125.00,"满天星辰	",【白头偕老】粉色满天星鲜花花束,,"34	",1,259.00,139.00,120.00,120.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【白头偕老】粉色满天星鲜花花束原价259.0元现价139.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,,"其他	"
"	20200601-20200630","90433170162950193	","2020-06-01 11:02:17	",49秒,"花坞	","9043317	","福州	",在线支付,订单完成,配送中,否,259.00,156.00,0.00,103.00,"致童年拾童趣	",【拾童趣】零食A款,,,1,259.00,156.00,103.00,103.00,0.00,否,0,0.00,0.00,0.00,是,"购买【拾童趣】零食A款原价259.0元现价158.0元/门店新客立减2.0元	",否,未回复,,0.00分,0.00,"2020-06-01 20:56:54	",
"	20200601-20200630","90433171941881786	","2020-06-01 22:49:50	",133秒,"花坞	","9043317	","福州	",在线支付,订单完成,配送中,否,699.00,396.00,0.00,303.00,"致童年拾童趣	",【拾童趣】99枝棒棒糖,,,1,699.00,396.00,303.00,303.00,0.00,否,0,0.00,0.00,0.00,是,"购买【拾童趣】99枝棒棒糖原价699.0元现价398.0元/门店新客立减2.0元	",是,未回复,,0.00分,0.00,"2020-06-02 03:33:20	",
"	20200601-20200630","90433173124659518	","2020-06-04 14:24:01	",32秒,"花坞	","9043317	","福州	",在线支付,订单完成,配送中,否,349.00,214.00,0.00,135.00,"爱情告白	",【优雅清新】33枝香槟玫瑰鲜花花束,,,1,299.00,166.00,133.00,133.00,0.00,否,0,0.00,0.00,50.00,是,"购买【优雅清新】33枝香槟玫瑰鲜花花束原价299.0元现价169.0元/门店新客立减3.0元/满减配送费满100.0元减2.0元	",否,未回复,,0.00分,0.00,"2020-06-04 21:32:17	",
"	20200601-20200630","90433173527651331	","2020-06-07 09:58:07	",27秒,"花坞	","9043317	","福州	",在线支付,订单完成,配送中,否,259.00,126.00,0.00,138.00,"毕业季	",【思恋】11枝粉玫瑰+4枝向日葵鲜花花束毕业季花礼,,,1,259.00,126.00,133.00,133.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【思恋】11枝粉玫瑰+4枝向日葵鲜花花束毕业季花礼原价259.0元现价129.0元/门店新客立减3.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-07 15:06:09	",
"	20200601-20200630","90433170333642972	","2020-06-19 09:59:30	",164秒,"花坞	","9043317	","福州	",在线支付,订单完成,配送中,否,628.00,321.00,0.00,312.00,"开业花篮	",【蒸蒸日上】单个双层开业花篮,,,2,578.00,273.00,305.00,305.00,0.00,否,0,0.00,0.00,50.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【蒸蒸日上】单个双层开业花篮原价289.0元现价138.0元/购买【蒸蒸日上】单个双层开业花篮原价289.0元现价138.0元/满减配送费满100.0元减2.0元/送3元商家代金券/用户使用了商家代金券减3元	",否,已回复,"炎炎夏日，鲜花传情，感谢您的喜欢和信任，每一束鲜花都是经过花艺师精心设计细心制作的。您是有眼光的，我们是负责任的。赠人玫瑰手有余香，初心不改，花开相爱。再次感谢您的鼓励和支持，祝您生活愉快，工作顺利！	",0.00分,0.00,"2020-06-19 15:15:02	",
"	20200601-20200630","90433172411492991	","2020-06-20 19:05:12	",28秒,"花坞	","9043317	","福州	",在线支付,订单完成,配送中,否,249.00,116.00,0.00,138.00,"爱情告白	",【爱的约定】粉色满天星礼盒,,,1,249.00,116.00,133.00,133.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【爱的约定】粉色满天星礼盒原价249.0元现价119.0元/门店新客立减3.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-21 00:46:25	",
"	20200601-20200630","90433171562630905	","2020-06-26 08:26:38	",518秒,"花坞	","9043317	","福州	",在线支付,订单完成,配送中,否,259.00,114.00,0.00,150.00,"感恩父亲节	",【文质彬彬】19枝香槟玫瑰鲜花花束,,,1,259.00,114.00,145.00,145.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【文质彬彬】19枝香槟玫瑰鲜花花束原价259.0元现价119.0元/门店新客立减5.0元/送3元商家代金券	",是,未回复,,0.00分,0.00,"2020-06-26 14:18:16	",
"	20200601-20200630","90433200162950193	","2020-06-01 09:35:57	",169秒,"花企网婚庆	","9043320	","泉州	",在线支付,订单完成,配送中,否,259.00,166.00,0.00,93.00,"致童年拾童趣	",【致童年】养乐多,,,1,259.00,166.00,93.00,93.00,0.00,否,0,0.00,0.00,0.00,是,"购买【致童年】养乐多原价259.0元现价168.0元/门店新客立减2.0元	",否,未回复,,0.00分,0.00,"2020-06-01 14:50:05	",
"	20200601-20200630","90433203857583294	","2020-06-22 14:19:58	",64秒,"花企网婚庆	","9043320	","泉州	",在线支付,订单完成,配送中,否,259.00,133.00,0.00,131.00,"满天星辰	",【情投意合】蓝色满天星鲜花花束,,"37	",1,259.00,133.00,126.00,126.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【情投意合】蓝色满天星鲜花花束原价259.0元现价139.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减3元	",否,已回复,,0.00分,0.00,"2020-06-22 18:22:10	",
"	20200601-20200630","90434253419291169	","2020-06-06 11:48:17	",171秒,"永恒鲜花	","9043425	","六盘水	",在线支付,订单完成,配送中,否,249.00,106.00,0.00,148.00,"毕业季	",【明眸】11枝香槟玫瑰+1枝向日葵鲜花花束毕业季花礼,,,1,249.00,106.00,143.00,143.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【明眸】11枝香槟玫瑰+1枝向日葵鲜花花束毕业季花礼原价249.0元现价109.0元/门店新客立减3.0元/送3元商家代金券	",否,已回复,,0.00分,0.00,"2020-06-06 12:33:54	",
"	20200601-20200630","90434250916241504	","2020-06-08 10:58:40	",30秒,"永恒鲜花	","9043425	","六盘水	",在线支付,订单完成,配送中,否,179.00,86.00,0.00,98.00,"毕业季	",【永恒】粉色满天星花束毕业季花礼,,,1,179.00,86.00,93.00,93.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【永恒】粉色满天星花束毕业季花礼原价179.0元现价89.0元/门店新客立减3.0元	",否,已回复,"感谢您的惠顾与好评！您的好评给予我们最大的鼓励！我们会坚持努力把工作做到更好！做好每一个花束，把您的爱传递给收花人！祝您生活愉快，工作顺利！	",0.00分,0.00,"2020-06-08 15:37:55	",
"	20200601-20200630","90434254219315926	","2020-06-12 12:59:41	",226秒,"永恒鲜花	","9043425	","六盘水	",在线支付,订单完成,配送中,否,239.00,96.00,0.00,148.00,"毕业季	",【心悦】11枝粉玫瑰鲜花花束毕业季花礼,,,1,239.00,96.00,143.00,143.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【心悦】11枝粉玫瑰鲜花花束毕业季花礼原价239.0元现价99.0元/门店新客立减3.0元	",否,已回复,,0.00分,0.00,"2020-06-12 14:11:46	",
"	20200601-20200630","90434251562630905	","2020-06-26 17:29:18	",162秒,"永恒鲜花	","9043425	","六盘水	",在线支付,订单完成,配送中,否,239.00,74.00,0.00,170.00,"爱情告白	",【我心永恒】11枝红玫瑰鲜花花束,,,1,239.00,74.00,165.00,165.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【我心永恒】11枝红玫瑰鲜花花束原价239.0元现价79.0元/门店新客立减5.0元	",否,已回复,"谢谢您~千言万语都在这一句谢谢里~我们继续加油~	",0.00分,0.00,"2020-06-26 19:16:50	",
"	20200601-20200630","90434253126568044	","2020-06-29 16:36:44	",47秒,"永恒鲜花	","9043425	","六盘水	",在线支付,订单完成,配送中,否,299.00,144.00,0.00,160.00,"爱情告白	",【爱妳唯一】33枝红玫瑰鲜花520礼盒,,,1,299.00,144.00,155.00,155.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【爱妳唯一】33枝红玫瑰鲜花520礼盒原价299.0元现价149.0元/门店新客立减5.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-30 02:17:28	",
"	20200601-20200630","90434252871595796	","2020-06-30 23:55:54	",0秒,"永恒鲜花	","9043425	","六盘水	",在线支付,订单完成,配送中,是,249.00,89.00,0.00,165.00,"毕业季	",【明眸】11枝香槟玫瑰+1枝向日葵鲜花花束毕业季花礼,,,1,249.00,89.00,160.00,160.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【明眸】11枝香槟玫瑰+1枝向日葵鲜花花束毕业季花礼原价249.0元现价89.0元	",否,已回复,,0.00分,0.00,"2020-07-01 08:28:26	",
"	20200601-20200630","90439940162950193	","2020-06-01 09:10:11	",114秒,"八度花艺	","9043994	","许昌	",在线支付,订单完成,用户提交订单,否,259.00,177.00,0.00,82.00,"满天星辰	",永恒誓言-粉色满天星鲜花花束,,"35	",1,259.00,177.00,82.00,82.00,0.00,否,0,0.00,0.00,0.00,是,"满200.0元减80.0元/门店新客立减2.0元	",否,未回复,,0.00分,0.00,"2020-06-01 14:27:22	",
"	20200601-20200630","90439941941881786	","2020-06-01 10:05:00	",40秒,"八度花艺	","9043994	","许昌	",在线支付,订单完成,用户提交订单,否,259.00,177.00,0.00,82.00,"满天星辰	",梦幻约定-蓝色满天星鲜花花束,,"38	",1,259.00,177.00,82.00,82.00,0.00,否,0,0.00,0.00,0.00,是,"满200.0元减80.0元/门店新客立减2.0元	",否,未回复,,0.00分,0.00,"2020-06-01 15:06:17	",
"	20200601-20200630","90439940331935260	","2020-06-01 16:47:00	",14秒,"八度花艺	","9043994	","许昌	",在线支付,订单取消,用户提交订单,否,299.00,127.00,0.00,172.00,"爱的惊喜	",浪漫速递-19枝红玫瑰520鲜花礼盒,,"16	",1,299.00,127.00,172.00,172.00,0.00,否,0,0.00,0.00,0.00,是,"购买浪漫速递-19枝红玫瑰520鲜花礼盒原价299.0元现价129.0元/门店新客立减2.0元	",否,未回复,,0.00分,0.00,,"其他	"
"	20200601-20200630","90439943419291169	","2020-06-06 15:02:22	",15秒,"八度花艺	","9043994	","许昌	",在线支付,订单完成,用户提交订单,否,239.00,96.00,0.00,148.00,"爱的惊喜	",【时尚】11枝粉玫瑰鲜花花束,,"5	",1,239.00,96.00,143.00,143.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【时尚】11枝粉玫瑰鲜花花束原价239.0元现价99.0元/门店新客立减3.0元	",否,未回复,,0.00分,0.00,"2020-06-06 22:07:07	",
"	20200601-20200630","90439944219315926	","2020-06-12 13:10:31	",230秒,"八度花艺	","9043994	","许昌	",在线支付,订单完成,用户提交订单,否,239.00,156.00,0.00,88.00,"向日葵花语	",【往后余生】3枝向日葵加百合鲜花礼盒,,"45	",1,239.00,156.00,83.00,83.00,0.00,否,0,0.00,0.00,0.00,是,"满200.0元减80.0元/满59.0元赠精美贺卡下单备注好内容*1/门店新客立减3.0元/送3元商家代金券	",否,已回复,,0.00分,0.00,"2020-06-12 18:59:37	",
"	20200601-20200630","90439941922721414	","2020-06-18 22:24:12	",0秒,"八度花艺	","9043994	","许昌	",在线支付,订单完成,用户提交订单,是,269.00,113.00,20.00,141.00,"毕业季	",【时光】19枝白百合鲜花花束毕业季花礼,,,1,269.00,113.00,156.00,136.00,20.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/用户使用了支付红包减20元/购买【时光】19枝白百合鲜花花束毕业季花礼原价269.0元现价139.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减3元	",否,未回复,,0.00分,0.00,"2020-06-19 15:08:30	",
"	20200601-20200630","90439940661192173	","2020-06-25 19:35:51	",0秒,"八度花艺	","9043994	","许昌	",在线支付,订单取消,用户提交订单,否,259.00,151.00,0.00,113.00,"爱情告白	",【如此爱你】19枝红玫瑰鲜花花束,,,1,259.00,151.00,108.00,108.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【如此爱你】19枝红玫瑰鲜花花束原价259.0元现价159.0元/门店新客立减5.0元/送3元商家代金券/用户使用了商家代金券减3元	",否,未回复,,0.00分,0.00,,"其他	"
"	20200601-20200630","90439942434275222	","2020-06-25 19:37:07	",50秒,"八度花艺	","9043994	","许昌	",在线支付,订单完成,用户提交订单,否,259.00,151.00,0.00,113.00,"爱情告白	",【如此爱你】19枝红玫瑰鲜花花束,,,1,259.00,151.00,108.00,108.00,0.00,否,0,0.00,0.00,0.00,是,"满59.0元赠精美贺卡下单备注好内容*1/购买【如此爱你】19枝红玫瑰鲜花花束原价259.0元现价159.0元/门店新客立减5.0元/送3元商家代金券/用户使用了商家代金券减3元	",否,未回复,,0.00分,0.00,"2020-06-26 01:23:45	",
