,开始日期,商家ID,商家名称,运营组,省份,城市,是否新增商家,首次上线日期,门店在线状态,（日均）预设营业时长（h）,（日均）在线营业时长（h）,曝光人数,入店人数,下单人数,有效订单数,下单新客人数,复购人数,入店转化率,下单转化率,新客转化率,复购率,原价交易额,实付交易额,商家补贴金额,原价客单价,实付客单价,cluster
149,2,7166113,花生活鲜花（浪漫鲜花坊）,鲜花组,山东省,德州,否,20190611,在线,4,4.7,6119,34,0,0,0,0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
106,4,6773722,花生活鲜花（名缘花卉）,鲜花组,安徽省,六安,否,20190404,在线,24,24.0,6118,49,0,0,0,0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
348,1,8364413,花生活鲜花（水仙百合居）,鲜花组,广西壮族自治区,柳州,否,20191227,在线,11,11.9,6103,95,3,2,2,1,1.56,3.16,0.6666666666666666,0.3333333333333333,867.0,161.01,744.99,289.0,53.669999999999995,1
299,1,8207107,花生活鲜花（花叙鲜花店）,鲜花组,江西省,宜春,否,20191219,在线,13,13.3,6102,123,8,4,4,4,2.02,6.5,0.5,0.5,1254.0,850.0,560.0,156.75,106.25,1
171,2,7311299,花生活鲜花（筱月鲜花店）,鲜花组,安徽省,合肥,否,20190624,在线,19,19.3,6063,102,3,3,3,0,1.68,2.94,1.0,0.0,1607.0,1256.0,468.0,535.6666666666666,418.6666666666667,1
338,2,8435952,花生活鲜花（重庆四季花坊）,鲜花组,重庆市,重庆,否,20200110,在线,3,3.4,6059,296,41,28,30,11,4.89,13.85,0.7317073170731707,0.2682926829268293,9327.0,4789.0,5962.0,227.4878048780488,116.8048780487805,1
267,4,7994663,花生活鲜花（爱轩花艺）,鲜花组,浙江省,温州,否,20191203,在线,8,8.5,6055,59,2,2,2,0,0.97,3.39,1.0,0.0,453.0,181.0,350.0,226.5,90.5,1
290,4,8207120,花生活鲜花（馨之园鲜花店）,鲜花组,云南省,昆明,否,20191126,在线,24,24.0,6043,68,6,5,5,1,1.13,8.82,0.8333333333333334,0.16666666666666666,906.0,339.0,669.0,151.0,56.5,1
3,3,714142,花生活鲜花（情意浓花店）,鲜花组,浙江省,温州,否,20160129,在线,17,17.0,6034,307,23,23,20,3,5.09,7.49,0.8695652173913043,0.13043478260869565,6782.0,3872.0,3802.0,294.8695652173913,168.34782608695653,1
385,3,8724585,顺意鲜花店,鲜花组,贵州省,安顺,否,20200323,在线,16,16.1,6033,140,9,9,9,0,2.32,6.43,1.0,0.0,2608.0,1063.0,1564.0,289.77777777777777,118.11111111111111,1
146,1,7022276,花生活鲜花（姐姐的花店）,鲜花组,江苏省,镇江,否,20190509,在线,19,19.2,6030,132,6,5,4,2,2.19,4.55,0.6666666666666666,0.3333333333333333,3718.0,630.09,3243.91,619.6666666666666,105.015,1
275,1,7907144,花生活鲜花（千卉阁花艺）,鲜花组,贵州省,贵阳,否,20191205,在线,23,23.5,6022,129,2,0,0,2,2.14,1.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
257,3,7785893,花生活鲜花（百缘鲜花坊）,鲜花组,福建省,泉州,否,20190918,在线,24,24.0,6021,97,3,3,3,0,1.61,3.09,1.0,0.0,709.0,317.0,509.0,236.33333333333334,105.66666666666667,1
119,2,6865867,花生活鲜花（花满屋）,鲜花组,安徽省,合肥,否,20190429,在线,19,19.2,6015,40,2,1,1,1,0.67,5.0,0.5,0.5,180.0,37.0,143.0,90.0,18.5,1
178,4,7349060,花生活鲜花（饰美鲜花）,鲜花组,天津市,天津,否,20190724,在线,24,24.0,6007,40,0,0,0,0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
186,1,7349051,花生活鲜花（花聚花艺馆）,鲜花组,安徽省,合肥,否,20190702,在线,19,19.8,5993,122,5,4,3,2,2.04,4.1,0.6,0.4,1174.0,607.0,723.0,234.8,121.4,1
316,2,8278380,花生活鲜花（罗曼蒂克花艺婚庆）,鲜花组,山东省,烟台,否,20200114,在线,2,2.2,5988,53,1,0,0,1,0.89,1.89,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
314,4,8278455,花生活鲜花（启美花卉）,鲜花组,云南省,昆明,否,20191220,在线,11,11.0,5977,52,1,1,1,0,0.87,1.92,1.0,0.0,245.0,96.0,188.0,245.0,96.0,1
428,4,8903255,花掌门,鲜花组,贵州省,毕节,否,20200415,在线,14,14.9,5957,146,2,2,2,0,2.45,1.37,1.0,0.0,294.8,149.8,184.0,147.4,74.9,1
145,4,7166109,花生活鲜花（花研巧遇）,鲜花组,安徽省,合肥,否,20190612,在线,24,24.0,5957,59,0,0,0,0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
297,4,8253592,花生活鲜花（藝雅鲜花店）,鲜花组,上海市,上海,否,20191205,在线,24,24.0,5951,86,1,1,1,0,1.45,1.16,1.0,0.0,788.0,486.0,341.0,788.0,486.0,1
260,3,7785896,花生活鲜花（湘湘鲜花蛋糕）,鲜花组,山东省,淄博,否,20190910,在线,14,14.5,5948,72,0,0,0,0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
327,4,8357593,花生活鲜花（花源花卉）,鲜花组,云南省,昆明,否,20191220,在线,17,17.0,5943,45,0,0,0,0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
218,3,7514889,花生活鲜花（米粒鲜花之家）,鲜花组,四川省,泸州,否,20190724,在线,24,24.0,5935,64,1,0,0,1,1.08,1.56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
183,4,7392896,花生活鲜花（花之物语花店）,鲜花组,江西省,南昌,否,20190705,在线,24,24.0,5917,37,0,0,0,0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
135,4,7022275,花生活鲜花（太阳红花店）,鲜花组,四川省,资阳,否,20190518,在线,24,24.0,5910,164,9,8,4,5,2.77,5.49,0.4444444444444444,0.5555555555555556,2083.0,1004.0,1352.0,231.44444444444446,111.55555555555556,1
408,4,8849779,意达鲜花店,鲜花组,山东省,烟台,否,20200408,在线,14,14.9,5909,133,3,2,2,1,2.25,2.26,0.6666666666666666,0.3333333333333333,728.0,340.0,466.0,242.66666666666666,113.33333333333333,1
226,2,7545490,花生活鲜花（尚品花艺）,鲜花组,湖南省,郴州,否,20190801,在线,2,2.7,5904,222,7,3,3,4,3.76,3.15,0.42857142857142855,0.5714285714285714,1035.0,495.0,657.0,147.85714285714286,70.71428571428571,1
355,3,8471192,花生活鲜花（尘世花浓鲜花店）,鲜花组,贵州省,贵阳,否,20200211,在线,24,24.0,5900,82,2,2,2,0,1.39,2.44,1.0,0.0,678.0,518.0,238.0,339.0,259.0,1
306,4,8278275,花生活鲜花（一间花店）,鲜花组,福建省,厦门,否,20191205,在线,12,12.0,5892,139,5,4,4,1,2.36,3.6,0.8,0.2,1036.0,447.0,745.0,207.2,89.4,1
310,4,8278326,花生活鲜花（知心花卉）,鲜花组,安徽省,芜湖,否,20191220,在线,0,0.0,5873,41,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
146,4,7166110,花生活鲜花（花香鲜花店）,鲜花组,四川省,泸州,否,20190623,在线,16,15.5,5856,56,3,2,2,1,0.96,5.36,0.6666666666666666,0.3333333333333333,715.0,271.0,512.0,238.33333333333334,90.33333333333333,1
47,3,4434657,花生活鲜花（晴曦花艺）,鲜花组,福建省,福州,否,20180304,在线,12,12.7,5853,182,5,1,1,4,3.11,2.75,0.2,0.8,216.0,96.9,158.0,43.2,19.380000000000003,1
114,4,6774016,花生活鲜花（婷雅花坊）,鲜花组,安徽省,马鞍山,否,20190329,在线,21,21.8,5833,397,24,23,20,4,6.81,6.05,0.8333333333333334,0.16666666666666666,5591.02,3178.92,3231.0,232.95916666666668,132.455,1
284,4,8207111,花生活鲜花（有家花店）,鲜花组,贵州省,遵义,否,20191129,在线,20,20.2,5823,269,6,4,4,2,4.62,2.23,0.6666666666666666,0.3333333333333333,1013.0,423.0,746.0,168.83333333333334,70.5,1
1,1,642989,花生活鲜花（春季花艺）,鲜花组,安徽省,合肥,否,20151223,在线,24,24.0,5822,49,0,0,0,0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
227,4,7546953,花生活鲜花（爱琴海鲜花店）,鲜花组,广东省,湛江,否,20191009,在线,16,15.6,5789,156,10,9,6,4,2.69,6.41,0.6,0.4,2062.0,1021.0,1309.0,206.2,102.1,1
159,1,7166116,花生活鲜花（韦爵爷花艺坊）,鲜花组,安徽省,合肥,否,20190601,在线,24,24.0,5780,52,1,0,0,1,0.9,1.92,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
254,4,7785894,花生活鲜花（媛媛花艺工作室）,鲜花组,贵州省,贵阳,否,20190911,在线,22,22.9,5769,52,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
16,1,2045211,花生活鲜花（阳光花坊）,鲜花组,江西省,南昌,否,20170222,在线,24,24.0,5755,55,0,0,0,0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
340,4,8435961,花生活鲜花（花非花艺鲜花店）,鲜花组,安徽省,六安,否,20200108,在线,24,24.0,5748,86,7,6,3,4,1.5,8.14,0.42857142857142855,0.5714285714285714,1266.0,604.0,857.0,180.85714285714286,86.28571428571429,1
146,3,7094045,花生活鲜花（铭相花缘）,鲜花组,上海市,上海,否,20190521,在线,12,12.3,5732,191,16,19,12,4,3.33,8.38,0.75,0.25,4018.0,1886.9,2677.1,251.125,117.93125,1
117,3,6826710,花生活鲜花（LOVE鲜花店）,鲜花组,河北省,廊坊,否,20190417,在线,20,20.5,5723,86,3,2,2,1,1.5,3.49,0.6666666666666666,0.3333333333333333,432.0,210.0,300.0,144.0,70.0,1
429,4,8958023,钟爱一生婚庆策划,鲜花组,广东省,汕尾,否,20200423,在线,19,19.2,5721,189,1,0,0,1,3.3,0.53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
41,4,3994932,花生活鲜花（雅心花艺）,鲜花组,湖南省,长沙,否,20171206,在线,24,24.0,5719,88,7,6,4,3,1.54,7.95,0.5714285714285714,0.42857142857142855,1105.0,510.0,790.0,157.85714285714286,72.85714285714286,1
165,2,7264474,花生活鲜花（密语花坊）,鲜花组,上海市,上海,否,20190613,在线,11,11.1,5679,89,2,0,0,2,1.57,2.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
216,3,7514887,花生活鲜花（平价鲜花坊）,鲜花组,贵州省,安顺,否,20190725,在线,19,19.4,5672,177,6,4,4,2,3.12,3.39,0.6666666666666666,0.3333333333333333,1018.0,511.0,663.0,169.66666666666666,85.16666666666667,1
110,3,6773784,花生活鲜花（缤纷花屋）,鲜花组,湖南省,株洲,否,20190423,在线,22,22.2,5667,220,9,8,8,1,3.88,4.09,0.8888888888888888,0.1111111111111111,2189.0,1041.0,1457.0,243.22222222222223,115.66666666666667,1
295,1,8089012,花生活鲜花（三爷花店）,鲜花组,内蒙古自治区,乌海,否,20191126,在线,14,14.5,5666,215,6,1,0,6,3.79,2.79,0.0,1.0,58.0,19.0,39.0,9.666666666666666,3.1666666666666665,1
169,3,7264477,花生活鲜花（佳仪鲜花婚庆）,鲜花组,黑龙江省,哈尔滨,否,20190702,在线,14,14.2,5657,67,1,1,0,1,1.18,1.49,0.0,1.0,245.0,99.0,185.0,245.0,99.0,1
3,1,714142,花生活鲜花（情意浓花店）,鲜花组,浙江省,温州,否,20160129,在线,11,11.6,5653,134,10,9,9,1,2.37,7.46,0.9,0.1,5441.0,1373.09,4371.91,544.1,137.309,1
303,1,8207112,花生活鲜花（书悦花卉）,鲜花组,浙江省,宁波,否,20191220,在线,24,24.0,5638,77,2,2,2,0,1.37,2.6,1.0,0.0,492.02,206.02,364.0,246.01,103.01,1
171,4,7317971,花生活鲜花（如意花坊银川店店）,鲜花组,宁夏回族自治区,银川,否,20190708,在线,14,13.5,5638,48,1,0,0,1,0.85,2.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
69,4,5845622,花生活鲜花（达奇花艺）,鲜花组,山东省,济南,否,20181107,在线,24,24.0,5633,60,2,2,1,1,1.07,3.33,0.5,0.5,256.0,153.0,181.0,128.0,76.5,1
61,4,5565851,花生活鲜花（仙丽鲜花）,鲜花组,四川省,绵阳,否,20180804,在线,24,24.0,5623,41,0,0,0,0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,4,642989,花生活鲜花（春季花艺）,鲜花组,安徽省,合肥,否,20151223,在线,24,24.0,5620,70,8,6,4,4,1.25,11.43,0.5,0.5,1062.0,387.0,753.0,132.75,48.375,1
259,3,7785895,花生活鲜花（心愿屋鲜花店）,鲜花组,贵州省,贵阳,否,20190912,在线,24,24.0,5615,150,9,7,3,6,2.67,6.0,0.3333333333333333,0.6666666666666666,1568.0,712.0,1129.0,174.22222222222223,79.11111111111111,1
250,2,7743128,花生活鲜花（流星花园）,鲜花组,贵州省,贵阳,否,20190905,在线,13,12.9,5591,128,4,4,4,0,2.29,3.13,1.0,0.0,1530.0,693.0,988.0,382.5,173.25,1
191,3,7392902,花生活鲜花（花先生鲜花店）,鲜花组,浙江省,绍兴,否,20190719,在线,24,24.0,5563,119,5,2,2,3,2.14,4.2,0.4,0.6,455.0,301.0,232.0,91.0,60.2,1
317,4,8278459,花生活鲜花（蝶恋花花店）,鲜花组,江苏省,南通,否,20191206,在线,12,12.2,5526,302,8,7,6,2,5.47,2.65,0.75,0.25,1845.0,976.0,1103.0,230.625,122.0,1
139,3,7022276,花生活鲜花（姐姐的花店）,鲜花组,江苏省,镇江,否,20190509,在线,24,24.0,5468,230,12,12,12,0,4.21,5.22,1.0,0.0,3424.0,1392.0,2495.0,285.3333333333333,116.0,1
22,1,2402349,花生活鲜花（静静花艺银盛路店）,鲜花组,宁夏回族自治区,银川,否,20170430,在线,24,24.0,5447,59,0,0,0,0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
94,1,6532043,花生活鲜花（东方花艺）,鲜花组,广西壮族自治区,柳州,否,20190125,在线,12,12.8,5447,98,2,0,0,2,1.8,2.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
114,3,6773941,花生活鲜花（百合馆鲜花店）,鲜花组,江苏省,淮安,否,20190409,在线,24,24.0,5446,79,2,1,1,1,1.45,2.53,0.5,0.5,345.0,115.0,230.0,172.5,57.5,1
79,3,6132769,花生活鲜花（艾洛芙花坊）,鲜花组,安徽省,合肥,否,20190702,在线,24,24.0,5438,115,7,7,2,5,2.11,6.09,0.2857142857142857,0.7142857142857143,964.0,481.0,634.0,137.71428571428572,68.71428571428571,1
312,2,8278323,花生活鲜花（莉莉鲜花店）,鲜花组,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,否,20191220,在线,6,6.1,5438,524,9,6,6,3,9.64,1.72,0.6666666666666666,0.3333333333333333,2033.0,1011.0,1212.0,225.88888888888889,112.33333333333333,1
12,3,1971869,花生活鲜花（嘿花哨花艺）,鲜花组,贵州省,遵义,否,20170116,在线,24,24.0,5436,164,12,8,6,6,3.02,7.32,0.5,0.5,2394.0,961.0,1745.0,199.5,80.08333333333333,1
265,1,7743130,花生活鲜花（静静花艺凤凰北街店）,鲜花组,宁夏回族自治区,银川,否,20190905,在线,22,22.0,5425,80,2,1,1,1,1.47,2.5,0.5,0.5,370.0,142.0,267.0,185.0,71.0,1
369,2,8492059,兰星花行,鲜花组,辽宁省,沈阳,否,20200211,在线,21,22.2,5403,101,1,0,0,1,1.87,0.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
194,3,7398752,一花一草鲜花店,鲜花组,上海市,上海,否,20190723,在线,8,8.8,5400,70,5,2,2,3,1.3,7.14,0.4,0.6,603.0,281.0,400.0,120.6,56.2,1
378,3,8709965,最爱花坊,鲜花组,山东省,济南,否,20200318,在线,8,8.6,5398,77,7,7,7,0,1.43,9.09,1.0,0.0,1628.0,670.0,953.0,232.57142857142858,95.71428571428571,1
242,2,7672370,花生活鲜花（麦花阁鲜花）,鲜花组,浙江省,杭州,否,20190828,在线,8,8.7,5390,46,1,1,1,0,0.85,2.17,1.0,0.0,345.0,115.0,269.0,345.0,115.0,1
40,3,3882102,如意花艺,鲜花组,广东省,佛山,否,20180601,在线,12,11.1,5384,112,15,17,10,5,2.08,13.39,0.6666666666666666,0.3333333333333333,2545.0,1227.0,1357.0,169.66666666666666,81.8,1
247,1,7642004,花生活鲜花（第三居鲜花店）,鲜花组,贵州省,遵义,否,20190819,在线,15,15.0,5369,32,0,0,0,0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
260,2,7907142,花生活鲜花（馨悦花店）,鲜花组,上海市,上海,否,20191205,在线,23,23.7,5366,82,5,5,5,0,1.53,6.1,1.0,0.0,1486.0,718.0,963.0,297.2,143.6,1
23,3,2527715,花生活鲜花（情缘鲜花店遵义店）,鲜花组,贵州省,遵义,否,20170519,在线,18,18.6,5365,37,2,2,2,0,0.69,5.41,1.0,0.0,734.0,400.0,412.0,367.0,200.0,1
300,1,8207108,花生活鲜花（艺尚鲜花）,鲜花组,江苏省,无锡,否,20191126,在线,16,16.9,5364,87,1,1,0,1,1.62,1.15,0.0,1.0,2717.0,125.09,2591.91,2717.0,125.09,1
221,1,7514880,花生活鲜花（小姐姐花店）,鲜花组,安徽省,安庆,否,20190725,在线,10,10.1,5359,147,5,3,3,2,2.74,3.4,0.6,0.4,808.0,488.0,429.0,161.6,97.6,1
305,1,8207115,花生活鲜花（暖花艺鲜花店）,鲜花组,山东省,德州,否,20191219,在线,24,24.0,5354,48,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
183,2,7392893,花生活鲜花（百花轩）,鲜花组,甘肃省,兰州,否,20190725,在线,10,10.3,5336,319,5,4,4,1,5.98,1.57,0.8,0.2,929.0,513.0,533.0,185.8,102.6,1
422,4,8902544,七彩花店,鲜花组,辽宁省,朝阳,否,20200414,在线,14,14.1,5333,101,1,0,0,1,1.89,0.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
228,4,7622475,花生活鲜花（爱花人）,鲜花组,上海市,上海,否,20190814,在线,19,19.2,5324,50,2,2,2,0,0.94,4.0,1.0,0.0,586.0,232.0,432.0,293.0,116.0,1
21,3,2402349,花生活鲜花（静静花艺银盛路店）,鲜花组,宁夏回族自治区,银川,否,20170430,在线,22,22.8,5322,117,3,3,3,0,2.2,2.56,1.0,0.0,848.0,415.0,543.0,282.6666666666667,138.33333333333334,1
350,1,8364416,花生活鲜花（美之缘鲜花店）,鲜花组,山东省,临沂,否,20200115,在线,15,14.9,5321,57,1,1,1,0,1.07,1.75,1.0,0.0,88.0,85.0,42.0,88.0,85.0,1
138,4,7022375,花生活鲜花（冉绘鲜花）,鲜花组,山西省,吕梁,否,20190514,在线,12,12.0,5320,66,0,0,0,0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
226,3,7545488,花生活鲜花（海天花艺）,鲜花组,陕西省,咸阳,否,20190801,在线,10,9.9,5319,250,17,14,14,3,4.7,6.8,0.8235294117647058,0.17647058823529413,3958.0,1709.0,2790.0,232.8235294117647,100.52941176470588,1
109,1,6773715,花生活鲜花（花城花艺）,鲜花组,河北省,廊坊,否,20190330,在线,17,17.7,5310,71,0,0,0,0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
308,3,8278261,花生活鲜花（一品花艺）,鲜花组,宁夏回族自治区,银川,否,20191205,在线,14,14.0,5298,349,28,25,24,4,6.59,8.02,0.8571428571428571,0.14285714285714285,7368.0,3353.0,4985.0,263.14285714285717,119.75,1
13,3,2006070,花生活鲜花（伊馨花坊）,鲜花组,上海市,上海,否,20170213,在线,24,24.0,5295,85,4,3,3,1,1.61,4.71,0.75,0.25,824.0,487.0,454.0,206.0,121.75,1
195,1,7392899,花生活鲜花（花房姑娘鲜花店）,鲜花组,江西省,九江,否,20190723,在线,24,24.0,5272,44,0,0,0,0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
57,4,5345425,花生活鲜花（花稼之约鲜花）,鲜花组,辽宁省,沈阳,否,20180709,在线,24,24.0,5267,48,0,0,0,0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
121,4,6882162,花生活鲜花（七里香花艺）,鲜花组,四川省,遂宁,否,20190418,在线,11,11.0,5240,48,1,1,1,0,0.92,2.08,1.0,0.0,245.0,85.0,199.0,245.0,85.0,1
240,2,7642075,花生活鲜花（紫罗兰花艺坊）,鲜花组,福建省,泉州,否,20190820,在线,9,9.6,5238,70,1,0,0,1,1.34,1.43,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
301,4,8258612,初心花坊,鲜花组,山东省,菏泽,否,20191206,在线,9,8.0,5230,75,0,0,0,0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
123,4,6882164,花生活鲜花（天蓉鲜花店）,鲜花组,浙江省,嘉兴,否,20190703,在线,24,24.0,5229,99,2,0,0,2,1.89,2.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
426,4,8902548,幸福花店,鲜花组,贵州省,黔东南苗族侗族自治州,否,20200415,在线,11,11.9,5223,60,1,0,0,1,1.15,1.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
421,4,8902541,20.时光,鲜花组,浙江省,湖州,否,20200414,在线,11,11.1,5197,323,17,15,15,2,6.22,5.26,0.8823529411764706,0.11764705882352941,2675.0,1739.0,1477.0,157.35294117647058,102.29411764705883,1
331,2,8357593,花生活鲜花（花源花卉）,鲜花组,云南省,昆明,否,20191220,在线,13,13.9,5197,79,4,4,4,0,1.52,5.06,1.0,0.0,1168.0,690.0,629.0,292.0,172.5,1
159,3,7207845,花生活鲜花（花言巧语花艺坊）,鲜花组,福建省,南平,否,20190603,在线,14,14.0,5180,245,14,14,13,1,4.73,5.71,0.9285714285714286,0.07142857142857142,3603.0,1749.0,2400.0,257.35714285714283,124.92857142857143,1
369,4,8595633,小玲盆栽鲜花店,鲜花组,内蒙古自治区,呼和浩特,否,20200306,在线,18,18.0,5159,135,2,1,1,1,2.62,1.48,0.5,0.5,245.0,96.0,149.0,122.5,48.0,1
207,3,7475300,花生活鲜花（花缘花店）,鲜花组,广东省,东莞,否,20190726,在线,13,13.2,5158,179,14,14,13,1,3.47,7.82,0.9285714285714286,0.07142857142857142,4206.0,1785.8,2922.0,300.42857142857144,127.55714285714285,1
409,4,8849782,约定花行,鲜花组,河南省,洛阳,否,20200408,在线,10,9.7,5154,49,0,0,0,0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
143,1,7022273,花生活鲜花（花漾flower鲜花店）,鲜花组,北京市,北京,否,20190508,在线,18,18.3,5153,120,10,8,9,1,2.33,8.33,0.9,0.1,1794.0,1470.0,756.0,179.4,147.0,1
135,1,6956267,花生活鲜花（佳人婚庆店）,鲜花组,江苏省,常州,否,20190427,在线,19,19.2,5153,86,2,4,0,2,1.67,2.33,0.0,1.0,3007.0,225.09,2820.91,1503.5,112.545,1
6,3,799254,花生活鲜花（花好月缘鲜花店）,鲜花组,福建省,莆田,否,20160322,在线,24,24.0,5140,56,0,0,0,0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
330,4,8364414,花生活鲜花（花艺坊聊城店）,鲜花组,山东省,聊城,否,20191226,在线,8,8.2,5137,60,0,0,0,0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
194,4,7428704,花生活鲜花（水晶之恋花坊）,鲜花组,宁夏回族自治区,中卫,否,20190723,在线,8,8.8,5123,52,0,0,0,0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
51,3,4742557,花生活鲜花（陌上花开株洲店）,鲜花组,湖南省,株洲,否,20180413,在线,20,20.8,5117,42,1,0,0,1,0.82,2.38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
135,2,7022273,花生活鲜花（花漾flower鲜花店）,鲜花组,北京市,北京,否,20190508,在线,11,11.0,5111,23,0,0,0,0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
280,4,8197675,蔚然花坊,鲜花组,江苏省,南通,否,20191218,在线,0,0.5,5109,30,5,5,4,1,0.59,16.67,0.8,0.2,960.0,378.0,777.0,192.0,75.6,1
152,3,7166115,花生活鲜花（彩阳花艺）,鲜花组,内蒙古自治区,巴彦淖尔,否,20190611,在线,0,0.0,5100,43,0,0,0,0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
125,4,6928399,花生活鲜花（有间鲜花店）,鲜花组,宁夏回族自治区,银川,否,20190718,在线,24,24.0,5098,247,21,17,16,5,4.85,8.5,0.7619047619047619,0.23809523809523808,4083.0,2115.0,2631.0,194.42857142857142,100.71428571428571,1
156,4,7207845,花生活鲜花（花言巧语花艺坊）,鲜花组,福建省,南平,否,20190603,在线,14,14.0,5073,222,10,10,9,1,4.38,4.5,0.9,0.1,2531.0,1041.0,1841.0,253.1,104.1,1
150,2,7166115,花生活鲜花（彩阳花艺）,鲜花组,内蒙古自治区,巴彦淖尔,否,20190611,在线,0,0.0,5068,23,0,0,0,0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
158,2,7207846,花生活鲜花（极乐莲华鲜花）,鲜花组,浙江省,杭州,否,20190604,在线,3,3.7,5062,81,7,7,4,3,1.6,8.64,0.5714285714285714,0.42857142857142855,1444.0,637.9,1001.0,206.28571428571428,91.12857142857142,1
316,4,8278457,花生活鲜花（花痴花坊）,鲜花组,上海市,上海,否,20191209,在线,24,24.0,5060,60,2,2,1,1,1.19,3.33,0.5,0.5,634.0,304.0,408.0,317.0,152.0,1
222,3,7514896,花生活鲜花（爱尚花艺）,鲜花组,贵州省,安顺,否,20190725,在线,24,24.0,5056,149,3,3,3,0,2.95,2.01,1.0,0.0,697.0,316.0,498.0,232.33333333333334,105.33333333333333,1
179,4,7349110,花生活鲜花（芳香花艺馆）,鲜花组,安徽省,合肥,否,20190806,在线,24,24.0,5052,82,2,2,2,0,1.62,2.44,1.0,0.0,192.0,58.0,134.0,96.0,29.0,1
423,4,8902545,e彩鲜花,鲜花组,辽宁省,朝阳,否,20200414,在线,9,8.9,5048,102,0,0,0,0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
307,2,8278262,花生活鲜花（拾秋花店）,鲜花组,安徽省,合肥,否,20191205,在线,18,18.6,5043,71,0,0,0,0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
348,2,8437926,花生活鲜花（金鳞花坊）,鲜花组,江苏省,苏州,否,20200109,在线,11,11.6,5036,37,1,0,0,1,0.73,2.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
213,4,7514888,花生活鲜花（名媛花兿）,鲜花组,重庆市,重庆,否,20190725,在线,24,24.0,5035,56,0,0,0,0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
231,4,7642002,花生活鲜花（拾花者）,鲜花组,浙江省,杭州,否,20190823,在线,23,22.5,5033,48,2,2,2,0,0.95,4.17,1.0,0.0,503.0,299.0,279.0,251.5,149.5,1
305,4,8278268,花生活鲜花（慧宇花屋）,鲜花组,天津市,天津,否,20200120,在线,10,10.0,5032,38,2,2,1,1,0.76,5.26,0.5,0.5,407.0,254.0,231.0,203.5,127.0,1
